file_id,segment_id,start,end,type,duration,changepoint_timestamp,msg,emotion,comments,summary
AUGMENT2,AUGMENT2_0004,2,57,text,56,-1,"Yeah, I finally found those shoes I've been looking for.",joy,,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0005,2,34,text,33,-1,That's great! How much were they?,anticipation,,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0006,2,49,text,48,-1,"They were a bit expensive, but totally worth it.",joy,,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0007,2,46,text,45,-1,I wish I could go shopping with you sometime.,joy,,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0008,2,25,text,24,-1,"Yeah, that would be fun!",joy,,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0009,2,59,text,58,284,"Actually, there's something I wanted to talk to you about.",anticipation,There is a shift in the conversation as the girl brings up something she wants to talk to the guy about. This creates anticipation and sets up the significant changepoint.,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0010,2,17,text,16,-1,"Sure, what's up?",neutral,,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0011,2,52,text,51,360,I heard something about you from a mutual friend...,fear,There is a shift in tone as the girl expresses fear about what she heard from their mutual friend.,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0012,2,19,text,18,-1,What did you hear?,anxiety,,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0013,2,46,text,45,431,They said you've been talking behind my back.,anger,There is a significant changepoint as the girl expresses anger at the guy for the rumor she heard.,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0014,2,30,text,29,477,What? That's not true at all.,surprise,"There is a shift in the conversation as the guy expresses surprise at the rumor and denies it, creating a shift towards trust.",The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0015,2,52,text,51,-1,Are you sure? Because they seemed pretty convinced.,fear,,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0016,2,62,text,61,-1,"Yes, I'm sure. I would never talk behind your back like that.",trust,,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0017,2,56,text,55,-1,"Okay, I believe you. I'm sorry for even bringing it up.",apologetic,,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0018,2,50,text,49,-1,It's okay. I understand why you would be worried.,understanding,,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT2,AUGMENT2_0019,2,33,text,32,-1,Thanks for being honest with me.,gratitude,,The conversation is about two friends talking about shopping and then the girl brings up a rumor she heard about the guy talking behind her back.
AUGMENT4,AUGMENT4_0001,4,53,text,50,-1,"Hey, what do you think of the new Star Wars movie?",neutral,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0002,4,54,text,51,-1,I haven't seen it yet but I've heard mixed reviews.,neutral,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0003,4,36,text,33,105,Really? I thought it was amazing!,joy,There is a shift in the speaker's tone from neutral to joy when discussing their opinion of the new Star Wars movie.,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0004,4,60,text,57,-1,"Oh, that's great to hear. I'll have to check it out then.",anticipation,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0005,4,48,text,45,-1,Definitely do. It's worth seeing in theaters.,neutral,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0006,4,88,text,85,-1,"Will do. Hey, speaking of movies, have you seen the trailer for the new horror movie?",neutral,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0007,4,57,text,54,333,"No, and I don't think I want to. I hate horror movies.",fear,"There is a shift in the topic and speaker's energy when the man suggests a new horror movie, causing the woman to express fear, which significantly changes the conversation.","The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0008,4,56,text,53,-1,Really? I love them. They always get my heart racing.,joy,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0009,4,59,text,56,-1,"Ugh, I just can't handle the suspense. I get so anxious.",fear,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0010,4,74,text,71,-1,"Yeah, I can understand that. So, do you have any plans for the weekend?",neutral,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0011,4,74,text,71,-1,Not yet. I was thinking of going to the beach depending on the weather.,anticipation,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0012,4,106,text,103,648,That sounds great. I've been wanting to try out a new restaurant downtown. Want to join me on Saturday?,neutral,"There is a shift in topic and tone when the man invites the woman to try a new restaurant with him, leading to anticipation for the upcoming weekend plans.","The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0013,4,30,text,27,-1,Sounds like fun. What time?,neutral,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0014,4,42,text,39,-1,How about 7 pm? I'll make reservations.,anticipation,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0015,4,32,text,29,-1,"Perfect, I'll meet you there.",neutral,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0016,4,32,text,29,-1,"Great, looking forward to it.",joy,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0017,4,65,text,62,-1,"Me too. Speaking of food, have you tried that new sushi place?",neutral,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0018,4,50,text,47,-1,Yes! I went there last week and it was amazing.,joy,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT4,AUGMENT4_0019,4,70,text,67,-1,I've been meaning to check it out. Maybe we can go there next time.,anticipation,,"The conversation is about two friends discussing movies, food, and weekend plans."
AUGMENT6,AUGMENT6_0001,6,25,text,20,-1,"Hey, how's it going?",neutral,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0002,6,41,text,36,-1,Good! Just catching up on some work.,joy,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0003,6,33,text,28,-1,"Same, gotta make that money.",neutral,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0004,6,77,text,72,87,"Speaking of money, have you heard about this new investment opportunity?",anticipation,"There is a shift in the topic of the conversation. The man brings up a new investment opportunity, which leads to a discussion about cryptocurrency.",The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0005,6,20,text,15,-1,"No, what is it?",neutral,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0006,6,66,text,61,176,It's a cryptocurrency that's predicted to skyrocket in value.,surprise,There is a shift in the tone of the conversation. The woman expresses surprise in response to the man's claims about the cryptocurrency's potential value.,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0007,6,45,text,40,238,Really? That sounds too good to be true.,distrust,"There is a shift in the tone and emotion of the conversation. The man's response to the woman's skepticism is met with distrust, which temporarily affects the flow of the conversation.",The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0008,6,37,text,32,-1,"Trust me, I've done my research.",trust,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0009,6,28,text,23,-1,"Okay, I'll take a look.",neutral,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0010,6,50,text,45,-1,Great! Let me know if you have any questions.,joy,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0011,6,71,text,66,-1,"Actually, now that I think about it, I don't know if I trust this.",distrust,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0012,6,13,text,8,-1,Why not?,neutral,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0013,6,84,text,79,458,I just read some articles online about scams involving this type of investment.,fear,There is a shift in the emotion of the conversation. The woman expresses fear in response to reading articles about scams involving this type of investment.,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0014,6,32,text,27,-1,"Oh wow, I didn't know that.",surprise,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0015,6,62,text,57,566,"Yeah, I think I'll stick to more traditional investments.",satisfaction,"There is a significant shift in the conversation's outcome. The woman decides to stick to more traditional investments, leading to a change in the conversation's goals and a sense of satisfaction.",The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0016,6,42,text,37,-1,That's probably a better idea anyway.,agreeable,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0017,6,44,text,39,-1,"Thanks for telling me about it, though.",grateful,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0018,6,57,text,52,-1,No problem! Always happy to share what I've learned.,joy,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT6,AUGMENT6_0019,6,37,text,32,-1,"Alright, I'll talk to you later.",neutral,,The conversation is about two friends discussing a new investment opportunity.
AUGMENT5,AUGMENT5_0001,5,19,text,15,-1,"Hey, what's up?",neutral,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0002,5,39,text,35,-1,"Not much, just hanging out at home.",neutral,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0003,5,57,text,53,-1,Same here! Have you watched any good movies recently?,joy,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0004,5,58,text,54,-1,"Yeah, I saw ""Parasite"" last night. It was really good!",joy,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0005,5,74,text,70,-1,"Oh wow, I've been wanting to see that one. What did you like about it?",anticipation,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0006,5,113,text,109,237,It had a really interesting story and the acting was great. But there are some parts that are pretty intense.,fear,"There is a shift in the tone of the conversation as the man describes some intense scenes in the movie ""Parasite"", which brings in the emotion of fear.",The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0007,5,39,text,35,-1,Really? What kind of intense parts?,surprise,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0008,5,114,text,110,385,"I don't want to spoil anything, but there are some violent scenes that might be hard to watch for some people.",disgust,"There is a shift in the conversation topic as both parties discuss the violent scenes in the movie, which brings in the emotion of disgust.",The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0009,5,37,text,33,-1,"Oh, I see. Thanks for warning me.",trust,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0010,5,51,text,47,-1,No problem! So what have you been up to lately?,neutral,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0011,5,45,text,41,-1,"Just working a lot, nothing too exciting.",neutral,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0012,5,69,text,65,624,"Yeah, same here. It feels like there's not much to do these days.",sadness,"There is a shift in the tone of the conversation as the man expresses his sadness about the lack of things to do these days, which affects the overall mood of the conversation.",The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0013,5,84,text,80,-1,"I know, it's been tough. But at least we have movies to keep us occupied, right?",joy,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0014,5,50,text,46,-1,Definitely! I've been watching so many lately.,joy,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0015,5,51,text,47,-1,Me too! What's your favorite movie of all time?,anticipation,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0016,5,78,text,74,-1,"Oh man, that's tough. I would have to say ""The Godfather"". What about you?",anticipation,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0017,5,47,text,43,-1,"I love ""Forrest Gump"", it's such a classic.",joy,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0018,5,33,text,29,-1,"Yeah, that's a great one too!",neutral,,The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT5,AUGMENT5_0019,5,83,text,79,1022,"Well, it was nice chatting with you. I think I'm going to go watch a movie now.",joy,"There is a significant shift as the girl expresses her joy about going to watch a movie, which ends the conversation on a positive note.",The conversation is about two friends discussing movies they have watched recently and their personal favorites.
AUGMENT7,AUGMENT7_0001,7,64,text,58,-1,Hey! Did you hear about the new restaurant that opened up?,neutral,,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0002,7,20,text,14,-1,"No, which one?",neutral,,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0003,7,51,text,45,-1,"It's called La Mer, and it's a seafood place.",joy,,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0004,7,50,text,44,-1,"Oh, that sounds interesting. I love seafood.",joy,,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0005,7,64,text,58,165,You should check it out sometime. Wanna go tomorrow night?,anticipation,"There is a shift in topic and tone as the man proposes a specific plan to visit the restaurant, introducing anticipation into the conversation. ","The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0006,7,46,text,40,-1,"Actually, I can't. I have plans already.",neutral,,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0007,7,41,text,35,-1,"No worries, we can go another time.",neutral,,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0008,7,71,text,65,301,"Sounds good. Hey, did you hear about what happened at work today?",surprise,"There is a shift in topic and tone as the man brings up a surprising event at work, introducing surprise into the conversation. ","The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0009,7,24,text,18,-1,"No, what happened?",neutral,,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0010,7,74,text,68,386,There was a break-in last night and they stole a bunch of computers.,fear,"There is a shift in tone and emotion as the man reveals a theft at work, introducing fear into the conversation. ","The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0011,7,52,text,46,455,"Oh my god, that's terrible. Are you guys okay?",fear,There is a continuation of the fear emotion as the woman expresses concern for the man's safety at work. ,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0012,7,59,text,53,502,"Yeah, we're fine. Just a lot of damage and lost work.",sadness,There is a shift to sadness as the man describes the damage and lost work from the theft. ,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0013,7,80,text,74,556,That's really upsetting. Let me know if there's anything I can do to help.,trust,There is a shift to trust as the woman offers to help in any way she can. ,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0014,7,97,text,91,-1,"Thanks, I appreciate it. They're investigating it now, so hopefully they catch the culprit.",anticipation,,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0015,7,77,text,71,723,I hope so too. It's scary to think about someone breaking in like that.,fear,There is a continuation of the fear emotion as the woman expresses her concern about the break-in. ,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0016,7,51,text,45,795,"Yeah, it definitely makes us feel vulnerable.",sadness,There is a shift to sadness as the man acknowledges feeling vulnerable. ,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0017,7,45,text,39,841,"Well, let me know if you need anything.",trust,There is a return to trust as the woman offers her help once again. ,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0018,7,28,text,22,-1,Will do. Thanks again.,gratitude,,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT7,AUGMENT7_0019,7,28,text,22,-1,No problem. Take care.,neutral,,"The conversation is about two friends discussing a new seafood restaurant, plans to visit it, and then a shift to discussing a break-in at the man's workplace. "
AUGMENT8,AUGMENT8_0001,8,22,text,15,-1,"Hey, what's up?",neutral,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0002,8,42,text,35,-1,"Not much, just hanging out at home.",neutral,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0003,8,36,text,29,52,Have you seen the news today?,anticipation,There is a shift in topic from small talk to current events as the speaker asks if the other has seen the news today.,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0004,8,15,text,8,-1,"No, why?",neutral,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0005,8,50,text,43,91,They just announced a new COVID-19 variant.,fear,"There is a shift in tone and topic as the speaker informs the other about a new COVID-19 variant, which elicits a fearful response from both parties.","The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0006,8,30,text,23,-1,"Oh no, that's terrible.",fear,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0007,8,68,text,61,-1,"Yeah, I'm really worried that it will cause another lockdown.",fear,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0008,8,38,text,31,-1,I don't think that will happen.,neutral,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0009,8,34,text,27,-1,I really hope you're right.,anticipation,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0010,8,44,text,37,-1,"Me too. Anyway, how's your job going?",trust,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0011,8,56,text,49,319,"It's going well, I actually just got a promotion.",joy,"There is a shift in tone and mood as the speaker shares they recently received a promotion, bringing about feelings of joy and excitement.","The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0012,8,32,text,25,-1,That's amazing! Congrats!,joy,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0013,8,43,text,36,-1,Thanks! I'm really excited about it.,joy,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0014,8,22,text,15,-1,You deserve it.,trust,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0015,8,32,text,25,-1,"Thanks, that means a lot.",trust,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0016,8,49,text,42,-1,"So, what are you going to do to celebrate?",anticipation,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0017,8,62,text,55,-1,"I don't know yet, maybe go out for dinner or something.",anticipation,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0018,8,61,text,54,-1,That sounds like a good idea. Where do you want to go?,curiosity,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT8,AUGMENT8_0019,8,67,text,60,-1,"I haven't decided yet, I was thinking maybe Italian or Thai?",anticipation,,"The conversation is about two friends discussing current events, COVID-19, and a recent promotion."
AUGMENT10,AUGMENT10_0001,10,38,text,29,-1,"Hey, how are you doing today?",neutral,,The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0002,10,58,text,49,-1,"I'm doing well, thanks for asking. How about you?",neutral,,The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0003,10,70,text,61,80,"I'm doing okay, but I'm having some trouble with my roommate.",anxiety,"The speaker expresses anxiety about their roommate situation, shifting the conversation from a neutral tone to a more negative one.",The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0004,10,32,text,23,-1,"Oh no, what's going on?",concern,,The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0005,10,75,text,66,166,She's been really messy lately and doesn't clean up after herself.,irritation,"The speaker expresses irritation towards their roommate, which can further increase the negative tone and potentially affect the relationship dynamic.",The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0006,10,80,text,71,-1,That can be really frustrating. Have you tried talking to her about it?,curiosity,,The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0007,10,48,text,39,305,"I have, but she doesn't seem to listen.",sadness,"The speaker expresses sadness about their roommate not listening, indicating a potential emotional impact on the speaker and their well-being.",The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0008,10,81,text,72,-1,Maybe you could try setting some ground rules or creating a chore chart?,hopeful,,The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0009,10,66,text,57,-1,"That's a good idea, I'll try that. Thanks for the advice.",grateful,,The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0010,10,45,text,36,-1,"No problem, let me know how it goes.",supportive,,The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0011,10,64,text,55,513,"Actually, I've been thinking about switching roommates.",uncertainty,"The speaker mentions thinking about switching roommates, which could have a significant impact on the social norms and the conversation's outcome.",The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0012,10,28,text,19,-1,Really? Why's that?,surprise,,The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0013,10,97,text,88,589,I just feel like we have really different lifestyles and it's causing a lot of problems.,disappointed,"The speaker expresses disappointment about the situation, indicating a negative emotional impact on the speaker.",The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0014,10,59,text,50,-1,"I understand, that's definitely a tough situation.",sympathy,,The conversation is about a person seeking advice from a friend about a difficult roommate situation.
AUGMENT10,AUGMENT10_0015,10,84,text,75,729,"Yeah, I'm just not sure how to bring it up to her without causing conflict.",anxiety,"The speaker expresses anxiety about bringing up the topic with their roommate, indicating potential conflict and further negative emotions.",The conversation is about a person seeking advice from a friend about a difficult roommate situation.
